Source,Year,Date,Age,Age_Range,Gender,Nationality,Cause_of_Death,Latitude,Longitude,County,State
El Paso Sector Database,2023.0,2023-10-30 03:04:00,23.0,18-25,M,Mexico,"BFI, MULTIPLE BLUNT FORCE INJURIES",31.77809,-106.42903,El Paso,
El Paso Sector Database,2023.0,2023-11-18 20:35:00,41.0,36-45,F,Mexico,MULTIPLE BLUNT INJURIES,31.58172,-106.28604,El Paso,
El Paso Sector Database,2023.0,2023-11-20 22:10:00,23.0,18-25,M,Ecuador,BLUNT TRAUMA,31.76136904,-106.3940175,El Paso,
El Paso Sector Database,2023.0,2023-11-20 22:36:00,18.0,18-25,F,Mexico,BLUNT TRAUMA,31.76097198,-106.3925904,El Paso,
El Paso Sector Database,2023.0,2023-08-03 00:00:00,37.0,36-45,M,Guatemala,Multiple trauma,31.87663746,-106.6496377,El Paso,
El Paso Sector Database,2023.0,2023-08-05 00:00:00,21.0,18-25,F,Mexico,Dehydration,31.81228202,-106.7076818,El Paso,
El Paso Sector Database,2024.0,2024-02-12 17:04:00,21.0,18-25,M,Mexico,"GSW, GUNSHOT WOUND OF PELVIS",31.45483463,-106.1728186,El Paso,
El Paso Sector Database,2024.0,2024-03-11 08:18:00,31.0,26-35,M,Mexico,"BFI, BLUNT FORCE INJURY OF HEAD",31.86192383,-106.5879035,El Paso,
El Paso Sector Database,2024.0,2024-03-11 08:25:00,28.0,26-35,M,El Salvador,BLUNT HEAD TRAUMA,31.86194,-106.58784,El Paso,
El Paso Sector Database,2024.0,2024-03-18 21:29:00,38.0,36-45,M,Bolivia,DROWNING,31.59472066,-106.2920601,El Paso,
El Paso Sector Database,2024.0,2024-03-23 13:03:00,36.0,36-45,M,El Salvador,DROWNING,31.560592,-106.278789,El Paso,
El Paso Sector Database,2024.0,2024-03-23 14:13:00,18.0,18-25,M,Mexico,ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA,31.80242739,-106.5451024,El Paso,
El Paso Sector Database,2024.0,2024-03-23 20:58:00,44.0,36-45,M,Mexico,DROWNING,31.56396,-106.280521,El Paso,
El Paso Sector Database,2024.0,2024-03-26 16:58:00,34.0,26-35,M,Mexico,DROWNING,31.63981103,-106.2988695,El Paso,
El Paso Sector Database,2024.0,2024-03-26 23:33:00,26.0,26-35,M,Guatemala,ATHEROSCLEROTIC CARDIOVASCULAR DISEASE,31.75954107,-106.5028085,El Paso,
El Paso Sector Database,2024.0,2024-03-27 12:37:00,20.0,18-25,M,Guatemala,DROWNING,31.43978665,-106.1419121,El Paso,
El Paso Sector Database,2024.0,2024-03-27 13:26:00,32.0,26-35,M,Mexico,BLUNT HEAD TRAUMA WITH POSSIBLE DROWNING,31.43856902,-106.1408447,El Paso,
El Paso Sector Database,2024.0,2024-03-29 17:23:00,30.0,26-35,M,Honduras,DROWNING,31.553056,-106.261944,El Paso,
El Paso Sector Database,2024.0,2024-03-30 11:31:00,25.0,18-25,M,Mexico,DROWNING,31.647003,-106.284214,El Paso,
El Paso Sector Database,2024.0,2024-04-03 21:51:00,18.0,18-25,M,Mexico,,31.527222,-106.214167,El Paso,
El Paso Sector Database,2024.0,2024-04-05 21:01:00,23.0,18-25,F,Guatemala,DROWNING,31.63836,-106.3003,El Paso,
El Paso Sector Database,2024.0,2024-04-05 23:11:00,19.0,18-25,M,Venezuela,DROWNING,31.65664915,-106.3207537,El Paso,
El Paso Sector Database,2024.0,2024-04-10 11:49:00,26.0,26-35,M,Guatemala,DROWNING,31.512233,-106.197459,,
El Paso Sector Database,2024.0,2024-04-11 09:36:00,25.0,18-25,M,Guatemala,DROWNING,31.624611,-106.280611,El Paso,
El Paso Sector Database,2024.0,2024-04-16 05:07:00,23.0,18-25,F,Mexico,BLUNT TRAUMA,31.56187332,-106.2790447,El Paso,
El Paso Sector Database,2024.0,2024-04-26 08:35:00,44.0,36-45,M,Mexico,DROWNING,31.76052,-106.46636,El Paso,
El Paso Sector Database,2024.0,2024-05-12 01:37:00,45.0,36-45,M,Mexico,DROWNING,31.65875,-106.32872,El Paso,
El Paso Sector Database,2024.0,2024-05-23 05:33:00,49.0,46-55,M,Mexico,para-fluorofentanyl toxicity,31.75859069,-106.4833149,El Paso,
El Paso Sector Database,2024.0,2024-06-01 13:01:00,36.0,36-45,M,Colombia,,31.76850022,-106.4437838,,
El Paso Sector Database,2024.0,2024-07-04 00:00:00,21.0,18-25,M,Mexico,ENVIRONMENTAL HEAT EXPOSURE,31.78789009,-106.5422395,El Paso,
El Paso Sector Database,2024.0,2024-07-11 00:00:00,27.0,26-35,M,Guatemala,ENVIRONMENTAL HEAT EXPOSURE,31.87899535,-106.4992664,El Paso,
El Paso Sector Database,2024.0,2024-07-14 00:00:00,26.0,26-35,M,Mexico,DROWNING,31.75934799,-106.4682987,El Paso,
El Paso Sector Database,2024.0,2024-07-17 00:00:00,19.0,18-25,F,Guatemala,"BFI, MULTIPLE BLUNT FORCE INJURIES",31.83497,-106.57862,El Paso,
El Paso Sector Database,2024.0,2024-08-01 00:00:00,22.0,18-25,M,Ecuador,DROWNING,31.5105,-106.19515,El Paso,
El Paso Sector Database,2024.0,2024-08-04 00:00:00,21.0,18-25,M,Guatemala,ENVIRONMENTAL HEAT EXPOSURE,31.844884,-106.732715,El Paso,
El Paso Sector Database,2024.0,2024-08-10 00:00:00,18.0,18-25,M,Mexico,DROWNING,31.76184,-106.50863,El Paso,
El Paso Sector Database,2024.0,2024-08-18 00:00:00,38.0,36-45,M,Mexico,ENVIRONMENTAL HEAT EXPOSURE,31.843564,-106.718707,El Paso,
El Paso Sector Database,2024.0,2024-08-26 00:00:00,33.0,26-35,F,Guatemala,DROWNING,31.658056,-106.327778,El Paso,
El Paso Sector Database,2024.0,2024-09-04 00:00:00,16.0,0-17,M,Mexico,DROWNING,31.52627,-106.22523,El Paso,
El Paso Sector Database,2024.0,2024-09-04 00:00:00,39.0,36-45,M,Mexico,DROWNING,31.75431,-106.42296,El Paso,
El Paso Sector Database,2024.0,2024-10-13 00:00:00,46.0,46-55,F,Mexico,,31.86331193,-106.5784727,El Paso,
El Paso Sector Database,2024.0,2024-07-06 00:00:00,21.0,18-25,M,Ecuador,,31.7788316,-106.3925706,El Paso,
El Paso Sector Database,2024.0,2024-11-13 20:48:00,40.0,36-45,F,,,,,El Paso,
El Paso Sector Database,2025.0,2025-01-16 08:32:00,41.0,36-45,M,United States,MYOCARDIAL INFARCTION DUE TO HYPERTENSIVE AND ATHEROSCLEROTIC CARDIOVASCULAR DISEASE,31.569605,-106.279288,El Paso,
El Paso Sector Database,2025.0,2025-04-16 13:34:00,55.0,46-55,M,Vietnam,ACUTE PNEUMONIA,31.793386,-106.369248,El Paso,
El Paso Sector Database,2025.0,2025-05-05 07:57:00,42.0,36-45,M,Mexico,BLUNT TRAUMA,31.733156,-106.382252,El Paso,
El Paso Sector Database,2025.0,2025-06-07 22:07:00,32.0,26-35,M,Mexico,DROWNING,31.76756,-106.44271,El Paso,
El Paso Sector Database,2025.0,2025-06-15 18:59:00,41.0,36-45,M,Guatemala,DROWNING,31.733926,-106.382147,El Paso,
El Paso Sector Database,2025.0,2025-07-06 15:30:00,31.0,26-35,F,Guatemala,DROWNING,31.739525,-106.392913,El Paso,
El Paso Sector Database,2025.0,2025-08-18 02:45:00,35.0,26-35,F,Ecuador,BLUNT TRAUMA,31.762013,-106.463506,El Paso,
El Paso Sector Database,2025.0,2025-09-03 14:10:00,,Unknown,U,,,,,El Paso,
El Paso Sector Database,2025.0,2025-09-24 08:33:00,29.0,26-35,M,Mexico,SEQUELAE OF HYPERTHERMIA,31.826425,-106.688168,El Paso,
El Paso Sector Database,2005.0,2005-08-30 00:00:00,,Unknown,M,Honduras,Struck by train,31.32442812,-105.8804266,Hudspeth,
El Paso Sector Database,2013.0,2013-04-17 00:00:00,,Unknown,M,,Homicide,31.37857493,-105.9229688,,
El Paso Sector Database,2013.0,2013-07-18 00:00:00,,Unknown,M,,heat exposure,31.33496557,-105.9009551,,
El Paso Sector Database,2014.0,2014-02-21 00:00:00,,Unknown,F,Mexico,HEAT STROKE,30.76305442,-105.0527855,Hudspeth,
El Paso Sector Database,2014.0,2014-02-21 00:00:00,,Unknown,F,Mexico,HEAT STROKE,30.762794,-105.052889,Hudspeth,
El Paso Sector Database,2015.0,2015-05-04 00:00:00,,Unknown,M,Mexico,"PARTIAL SKETAL REMAINS
BONES SENT OT UNT CENTER FOR HUMAN ID",31.1325862,-105.3639583,Hudspeth,
El Paso Sector Database,2016.0,2016-06-16 00:00:00,,Unknown,M,Mexico,HEAT STROKE,30.98339532,-105.2292612,Hudspeth,
El Paso Sector Database,2017.0,2017-12-07 00:00:00,,Unknown,M,Guatemala,HYPOTHERMIA,31.10456922,-105.11404,Hudspeth,
El Paso Sector Database,2017.0,2017-09-06 00:00:00,,Unknown,M,Mexico,"SCATTERED BONESSENTTO
UNT",31.00770562,-105.0969368,Hudspeth,
El Paso Sector Database,2018.0,2018-07-30 00:00:00,,Unknown,M,Guatemala,HEAT STROKE,30.955222,-104.966222,Hudspeth,
El Paso Sector Database,2018.0,2018-11-28 00:00:00,,Unknown,M,,"BONES IN CLOTHING ONLY
UNKOWN, CAUSE OF DEATH",30.84066,-105.03725,Hudspeth,
El Paso Sector Database,2018.0,2018-08-11 00:00:00,,Unknown,M,Mexico,"BLUNT FORCE TRAUMA TO THE
HEA0 FROM FALLING FROM
CLIFF",31.00501,-105.19791,Hudspeth,
El Paso Sector Database,2018.0,2018-02-23 00:00:00,,Unknown,M,Mexico,"SKELETAL REMAINS SENT TO
UNT",31.12572,-105.5393,Hudspeth,
El Paso Sector Database,2019.0,2019-06-03 00:00:00,,Unknown,M,Guatemala,"SCATTERED BONES SENT TO
UNT
DECEDENT HAD GUATAMALEN
MONEY",31.11096,-105.17271,Hudspeth,
El Paso Sector Database,2019.0,2019-07-13 00:00:00,,Unknown,M,Mexico,HEAT STROKE,30.82249,-105.0879,Hudspeth,
El Paso Sector Database,2019.0,2019-07-18 00:00:00,,Unknown,M,Brazil,HEAT STROKE,31.1788296,-105.562243,Hudspeth,
El Paso Sector Database,2019.0,2019-08-11 00:00:00,,Unknown,M,Mexico,DEHYDRATION,30.70867,-105.01426,Hudspeth,
El Paso Sector Database,2020.0,2020-05-22 00:00:00,,Unknown,M,,HEAT STROKE,30.9904,-105.13631,Hudspeth,
El Paso Sector Database,2020.0,2020-07-04 00:00:00,,Unknown,M,Mexico,DEHYDRATION,31.01088,-105.30927,Hudspeth,
El Paso Sector Database,2020.0,2020-08-23 00:00:00,,Unknown,F,Ecuador,HEAT STROKE,31.02981,-105.42079,Hudspeth,
El Paso Sector Database,2020.0,2020-08-23 00:00:00,,Unknown,M,"SANTO DOMINGO, EC",HEAT STROKE,31.03008,-105.4254,Hudspeth,
El Paso Sector Database,2020.0,2020-08-25 00:00:00,,Unknown,M,Mexico,HEAT STROKE,30.86887,-105.29333,Hudspeth,
El Paso Sector Database,2020.0,2020-08-25 00:00:00,,Unknown,M,Mexico,HEAT STROKE,30.86867,-105.29321,Hudspeth,
El Paso Sector Database,2020.0,2020-09-09 00:00:00,,Unknown,M,Mexico,HEAT STROKE,30.91817,-105.309092,Hudspeth,
El Paso Sector Database,2020.0,2020-11-27 00:00:00,,Unknown,F,Ecuador,HYPOTHERMIA,30.82581,-104.97471,Hudspeth,
El Paso Sector Database,2021.0,2021-02-09 00:00:00,,Unknown,M,,HYPOTHERMIA,30.87559,-105.10705,Hudspeth,
El Paso Sector Database,2021.0,2021-05-22 00:00:00,,Unknown,M,Mexico,HEAT STROKE,30.902355,-104.9161,Hudspeth,
El Paso Sector Database,2021.0,2021-06-17 00:00:00,,Unknown,M,Mexico,HEAT STROKE,30.98634,-105.161941,Hudspeth,
El Paso Sector Database,2021.0,2021-06-18 00:00:00,,Unknown,M,Mexico,HEAT STROKE,30.94141,-105.40486,Hudspeth,
El Paso Sector Database,2021.0,2021-06-19 00:00:00,,Unknown,M,Mexico,HEAT STROKE,30.97121,-104.93339,Hudspeth,
El Paso Sector Database,2021.0,2021-06-21 00:00:00,,Unknown,M,Mexico,HEAT STROKE,30.968011,-105.20533,Hudspeth,
El Paso Sector Database,2021.0,2021-07-12 00:00:00,,Unknown,M,Ecuador,HEATSTROKE,31.006107,-105.424148,Hudspeth,
El Paso Sector Database,2021.0,2021-07-16 00:00:00,,Unknown,M,Mexico,Heat stroke,30.770342,-104.992004,Hudspeth,
El Paso Sector Database,2021.0,2021-07-16 00:00:00,,Unknown,M,Mexico,Heat stroke,30.76665,-105.00216,Hudspeth,
El Paso Sector Database,2021.0,2021-08-28 00:00:00,,Unknown,F,El Salvador,Heat stroke,30.87231,-105.02589,Hudspeth,
El Paso Sector Database,2021.0,2021-09-10 00:00:00,,Unknown,M,Ecuador,Heat stroke,31.05955,-105.43816,Hudspeth,
El Paso Sector Database,2021.0,2021-11-04 00:00:00,,Unknown,M,Mexico,Heat stroke,30.89836,-105.33723,Hudspeth,
El Paso Sector Database,2021.0,2021-12-16 00:00:00,,Unknown,F,GUATEMALA,MASSIVE BLUNT FORCE INJURIES FROM BEING HIT BY VEHICLE WHILE CROSSING I-10,31.10817943,-105.1305158,Hudspeth,
El Paso Sector Database,2021.0,2021-12-24 00:00:00,,Unknown,M,Mexico,"ASPYXIA DUE TO HANGING
HIMSELF",30.840152,-105.04122,Hudspeth,
El Paso Sector Database,2022.0,2022-01-08 00:00:00,,Unknown,M,Mexico,HYPOTHERMIA,30.74022,-105.00122,Hudspeth,
El Paso Sector Database,2022.0,2022-06-01 00:00:00,,Unknown,M,Guatemala,"SEPSIS DUE TO BILATERAL ACUTE PHEUMONIA, DEEP VEIN TROMBOSIS OF LOWER EXTREMITIES, ACUTE PULMONARY EMBOLISM",31.0112104,-105.1145,Hudspeth,
El Paso Sector Database,2022.0,2022-07-07 00:00:00,,Unknown,M,Mexico,SEVERE DEHYDRATION,30.9633,-105.36031,Hudspeth,
El Paso Sector Database,2022.0,2022-07-10 00:00:00,,Unknown,U,,UNDETERMINED,30.925374,-105.067817,Hudspeth,
El Paso Sector Database,2022.0,2022-07-25 00:00:00,,Unknown,M,Mexico,"FATAL BODY DEHYDRATION, CARDIAC CONCENTRIC LEFT VENTRICULAR, HYPERTROPHY SECONDARY TO HIGH BLOOD PRESSURE",30.82831,-105.19358,Hudspeth,
El Paso Sector Database,2022.0,2022-08-22 00:00:00,,Unknown,F,,HEAT STROKE,30.871107,-105.27641,Hudspeth,
El Paso Sector Database,2022.0,2022-10-14 00:00:00,,Unknown,F,Unknown,HEAT STROKE- EXPOSURE TO SEVERE WEATHER CONDITIONS,31.17366979,-105.6827751,Hudspeth,
El Paso Sector Database,2022.0,2022-10-19 00:00:00,,Unknown,M,Unknown,HEAT STROKE- EXPOSURE TO SEVERE WEATHER CONDITIONS,31.39194936,-105.9912534,Hudspeth,
El Paso Sector Database,2023.0,2023-06-14 00:00:00,,Unknown,F,Mexico,HEAT STROKE,30.80711,-105.0921,Hudspeth,
El Paso Sector Database,2023.0,2023-07-27 00:00:00,,Unknown,M,Honduras,FATAL DEHYDRATIONDUE TO MALIGNANT HYPERTHERMIA DUE TO EXTREME OUTDOORENVIROMENTAL CONDITIONS,31.141149,-105.702486,Hudspeth,
El Paso Sector Database,2023.0,2023-08-07 00:00:00,,Unknown,U,,UNDETERMINED TO THE BONES BEING SUN BLEACHED AND BRITTLE,30.83891,-104.910527,Hudspeth,
El Paso Sector Database,2023.0,2023-09-04 00:00:00,,Unknown,M,Guatemala,HYPOXIC RESPIRATORY FAILRE DUE TO ACUTE BRONCHOPNEUMIA,31.192113,-105.53722,Hudspeth,
El Paso Sector Database,2023.0,2023-12-23 00:00:00,,Unknown,M,Ecuador,UNDETERMINED,31.186196,-105.516903,Hudspeth,
El Paso Sector Database,2023.0,2023-05-29 00:00:00,,Unknown,M,Mexico,SEVERE DEHYDRATION DUE TO BILATERAL ACUTE BRONCHOPNEUMONIA (NATURAL),31.10823364,-105.574664,Hudspeth,
El Paso Sector Database,2023.0,2023-05-31 00:00:00,,Unknown,M,Mexico,DEHYDRATION DUE TO EXPOSURE TO SEVERE OUTDOOR ENVIRONMENTAL CONDITIONS. (NATURAL DEATH),31.108061,-105.182587,Hudspeth,
El Paso Sector Database,2023.0,2023-06-27 00:00:00,,Unknown,M,Mexico,DEHYDRATION AND SEPSIS DUE TO ACUTE BILATERAL BRONCHOPNEUMONIA (NATURAL DEATH),31.118813,-105.58556,Hudspeth,
El Paso Sector Database,2023.0,2023-06-29 00:00:00,,Unknown,M,Guatemala,DEHYDRATION DUE TO MALIGNANT HYPERTHERMIA AND SEPSIS (NATURAL DEATH),31.17258,-105.68633,Hudspeth,
El Paso Sector Database,2021.0,2021-07-22 00:00:00,,Unknown,U,,,33.39819559,-106.0714326,Lincoln,
El Paso Sector Database,2022.0,2022-07-22 00:00:00,,Unknown,M,Mexico,,31.9803954,-107.7566628,Luna,
El Paso Sector Database,2022.0,2022-12-01 00:00:00,,Unknown,M,Mexico,,31.78418704,-106.5783438,Doña Ana,
El Paso Sector Database,2022.0,,,Unknown,M,Mexico,,31.11641543,-105.37531,Hudspeth,
El Paso Sector Database,2022.0,2022,31.0,Unknown,F,Haiti,Miscarriage,31.76662393,-106.4503321,,
El Paso Sector Database,2016.0,2016-09-03 00:00:00,,Unknown,U,,Drowning,31.75835716,-106.4689976,El Paso,
El Paso Sector Database,2017.0,2017-12-31 00:00:00,,Unknown,U,,Vehicle accident / death linked to hazardous transport,31.8039824,-106.2051484,El Paso,
El Paso Sector Database,2020.0,2020-07-20 00:00:00,,Unknown,U,,Drowning,31.7632855,-106.4576377,El Paso,
El Paso Sector Database,1994.0,,,,,,,,,,
El Paso Sector Database,1995.0,,,,,,,,,,
El Paso Sector Database,1996.0,,,,,,,,,,
El Paso Sector Database,1997.0,,,,,,,,,,
El Paso Sector Database,1998.0,,,,,,,,,,
El Paso Sector Database,1999.0,,,,,,,,,,
El Paso Sector Database,2000.0,,,,,,,,,,
El Paso Sector Database,2001.0,,,,,,,,,,
El Paso Sector Database,2002.0,,,,,,,,,,
El Paso Sector Database,2003.0,,,,,,,,,,
El Paso Sector Database,2004.0,,,,,,,,,,
El Paso Sector Database,2005.0,,,,,,,,,,
El Paso Sector Database,2006.0,,,,,,,,,,
El Paso Sector Database,2007.0,,,,,,,,,,
El Paso Sector Database,2008.0,,,,,,,,,,
El Paso Sector Database,2009.0,,,,,,,,,,
El Paso Sector Database,2010.0,,,,,,,,,,
El Paso Sector Database,2011.0,,,,,,,,,,
El Paso Sector Database,2012.0,,,,,,,,,,
El Paso Sector Database,2013.0,,,,,,,,,,
El Paso Sector Database,2014.0,,,,,,,,,,
El Paso Sector Database,2015.0,,,,,,,,,,
El Paso Sector Database,2016.0,,,,,,,,,,
El Paso Sector Database,2017.0,,,,,,,,,,
El Paso Sector Database,2018.0,,,,,,,,,,
El Paso Sector Database,2019.0,,,,,,,,,,
El Paso Sector Database,2020.0,,,,,,,,,,
El Paso Sector Database,2021.0,,,,,,,,,,
El Paso Sector Database,2022.0,,,,,,,,,,
Pima County Office of the Medic,2000.0,2000-01-10 00:00:00,,Unknown,M,,Skeletal Remains,32.589668,-114.799807,YUMA,Arizona
Pima County Office of the Medic,2000.0,2000-01-22 00:00:00,17.0,0-17,M,,Exposure,31.812406,-110.483205,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-01-20 00:00:00,,Unknown,M,,Skeletal Remains,31.568,-111.1513,SANTA CRUZ,Arizona
Pima County Office of the Medic,2000.0,2000-01-10 00:00:00,,Unknown,M,,Skeletal Remains,32.355997,-112.826855,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-02-05 00:00:00,20.0,18-25,F,,Blunt Force Injury,31.71779,-111.77983,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-02-05 00:00:00,14.0,0-17,F,,Blunt Force Injury,31.71799,-111.77983,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-02-05 00:00:00,40.0,36-45,F,,Blunt Force Injury,31.71799,-111.77963,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-02-05 00:00:00,41.0,36-45,M,,Blunt Force Injury,31.71779,-111.77963,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-02-29 00:00:00,24.0,18-25,M,,Exposure,31.62085,-111.72187,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-02-29 00:00:00,24.0,18-25,F,,Exposure,32.175119,-110.928097,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-03-06 00:00:00,34.0,26-35,M,,Exposure,31.987932,-111.278172,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-03-06 00:00:00,46.0,46-55,M,,Blunt Force Injury,32.834934,-111.686079,PINAL,Arizona
Pima County Office of the Medic,2000.0,2000-03-07 00:00:00,18.0,18-25,M,,Exposure,31.983097,-111.282339,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-03-20 00:00:00,26.0,26-35,M,,Exposure,32.017,-112.667,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-03-23 00:00:00,30.0,26-35,M,,Gunshot Wound,32.388,-112.294,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-03-30 00:00:00,17.0,0-17,M,,Exposure,32.175119,-110.928097,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-04-05 00:00:00,34.0,26-35,M,,Exposure,31.92889,-111.7039,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-04-14 00:00:00,27.0,26-35,M,,Exposure,32.365144,-112.882227,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-02-21 00:00:00,,Unknown,M,,Skeletal Remains,32.023911,-112.892077,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-04-16 00:00:00,28.0,26-35,M,,Blunt Force Injury,32.47093,-111.228108,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-04-15 00:00:00,,Unknown,M,,Skeletal Remains,32.302752,-112.851413,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-04-27 00:00:00,33.0,26-35,M,,Blunt Force Injury,32.162126,-111.200743,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-05-09 00:00:00,26.0,26-35,F,,Blunt Force Injury,32.698003,-111.470687,PINAL,Arizona
Pima County Office of the Medic,2000.0,2000-05-09 00:00:00,26.0,26-35,M,,Exposure,31.368699,-110.945787,SANTA CRUZ,Arizona
Pima County Office of the Medic,2000.0,2000-05-18 00:00:00,40.0,36-45,M,,Exposure,32.0904,-111.295011,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-05-21 00:00:00,22.0,18-25,M,,Gunshot Wound,31.74362,-111.483779,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-05-23 00:00:00,34.0,26-35,M,,Exposure,32.177188,-112.249603,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-05-29 00:00:00,19.0,18-25,F,,Exposure,31.830017,-111.78476,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-05-30 00:00:00,31.0,26-35,F,,Exposure,31.94045,-111.769681,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-05-30 00:00:00,45.0,36-45,F,,Exposure,32.175119,-110.928097,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-05-31 00:00:00,28.0,26-35,M,,Exposure,32.490447,-111.514799,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-05-31 00:00:00,41.0,36-45,F,,Exposure,31.367954,-110.80745,SANTA CRUZ,Arizona
Pima County Office of the Medic,2000.0,2000-06-01 00:00:00,19.0,18-25,M,,Exposure,31.612182,-111.052241,SANTA CRUZ,Arizona
Pima County Office of the Medic,2000.0,2000-06-03 00:00:00,19.0,18-25,M,,Exposure,31.932986,-111.950229,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-06-03 00:00:00,32.0,26-35,M,,Exposure,32.021559,-112.105148,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-06-03 00:00:00,18.0,18-25,M,,Exposure,31.55103,-111.048011,SANTA CRUZ,Arizona
Pima County Office of the Medic,2000.0,2000-06-05 00:00:00,35.0,26-35,M,,Exposure,31.926761,-111.797874,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-06-06 00:00:00,26.0,26-35,F,,Exposure,32.024041,-111.32591,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-06-07 00:00:00,26.0,26-35,F,,Exposure,32.293874,-112.037099,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-06-06 00:00:00,23.0,18-25,M,,Exposure,32.175119,-110.928097,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-06-07 00:00:00,45.0,36-45,F,,Exposure,32.175119,-110.928097,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-06-14 00:00:00,10.0,0-17,M,,Blunt Force Injury,31.9899,-112.5805,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-06-14 00:00:00,45.0,36-45,M,,Exposure,31.9819,-112.5804,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-06-15 00:00:00,22.0,18-25,F,,Exposure,31.836825,-112.56852,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-06-19 00:00:00,20.0,18-25,M,,Exposure,32.187394,-112.447354,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-06-26 00:00:00,35.0,26-35,M,,Skeletal Remains,31.367521,-110.929857,SANTA CRUZ,Arizona
Pima County Office of the Medic,2000.0,2000-06-28 00:00:00,16.0,0-17,F,,Exposure,32.106128,-112.537274,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-07-17 00:00:00,,Unknown,M,,Skeletal Remains,31.3616,-110.9987,SANTA CRUZ,Arizona
Pima County Office of the Medic,2000.0,2000-07-17 00:00:00,31.0,26-35,M,,Exposure,31.4957,-111.5035,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-07-25 00:00:00,,Unknown,M,,Exposure,31.607309,-111.861624,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-07-24 00:00:00,29.0,26-35,M,,Exposure,32.14917,-113.0536,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-07-27 00:00:00,25.0,18-25,M,,Exposure,31.8847,-111.3954,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-08-02 00:00:00,,Unknown,M,,Exposure,31.379189,-110.893134,SANTA CRUZ,Arizona
Pima County Office of the Medic,2000.0,2000-08-09 00:00:00,25.0,18-25,M,,Exposure,32.318722,-111.599844,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-08-15 00:00:00,24.0,18-25,M,,Exposure,32.175119,-110.928097,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-08-23 00:00:00,14.0,0-17,M,,Blunt Force Injury,31.979227,-110.523873,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-08-29 00:00:00,28.0,26-35,M,,Blunt Force Injury,31.998336,-110.643644,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-08-29 00:00:00,20.0,18-25,M,,Blunt Force Injury,31.998536,-110.643644,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-08-29 00:00:00,24.0,18-25,M,,Blunt Force Injury,31.998536,-110.643444,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-05-23 00:00:00,,Unknown,M,,Skeletal Remains,32.285,-112.8192,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-09-03 00:00:00,23.0,18-25,F,,Blunt Force Injury,32.175119,-110.928097,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-09-10 00:00:00,25.0,18-25,F,,Exposure,32.175119,-110.928097,PIMA,Arizona
Pima County Office of the Medic,2000.0,2000-09-12 00:00:00,23.0,18-25,M,,Exposure,31.955,-111.7586,PIMA,Arizona
