Source,Year,Date,Age,Age_Range,Gender,Nationality,Cause_of_Death,Latitude,Longitude,County,State
San Diego County Office of the,2002.0,2/8/2002,30.0,26-35,M,Mexico,Stab wounds of torso,32.53902632,-117.0767902,,
San Diego County Office of the,2002.0,2/26/2002,,Unknown,M,Mexico,Undetermined,32.59255506,-116.8404772,,
San Diego County Office of the,2002.0,6/5/2002,21.0,18-25,M,Lebanon,Undetermined,32.63257303,-117.0834873,,
San Diego County Office of the,2002.0,6/7/2002,,Unknown,M,,Undetermined,32.65247702,-116.266553,,
San Diego County Office of the,2002.0,6/7/2002,31.0,26-35,F,Mexico,Probable environmental hyperthermia,32.68274205,-116.3132509,,
San Diego County Office of the,2002.0,7/10/2002,32.0,26-35,M,Mexico,Environmental hyperthermia,32.63000539,-116.7654259,,
San Diego County Office of the,2002.0,7/25/2002,21.0,18-25,M,Brazil,Probable environmental hyperthermia,32.61996114,-116.2100526,,
San Diego County Office of the,2002.0,8/1/2002,,Unknown,F,Mexico,Dehydration due to: Environmental exposure,32.62489389,-116.2974505,,
San Diego County Office of the,2002.0,8/9/2002,41.0,36-45,F,Mexico,Probable environmental hyperthermia,32.6389633,-116.2750186,,
San Diego County Office of the,2002.0,8/10/2002,42.0,36-45,F,Mexico,Probable hyperthermia,32.61674111,-116.148743,,
San Diego County Office of the,2002.0,8/19/2002,25.0,18-25,M,Mexico,Probable environmental hyperthermia,32.65458113,-116.2126213,,
San Diego County Office of the,2002.0,9/1/2002,,Unknown,M,Mexico,Undetermined,32.68176964,-116.459338,,
San Diego County Office of the,2002.0,9/2/2002,37.0,36-45,M,Mexico,Hepatic cirrhosis and probable environmental hyperthermia,32.5679089,-116.9639797,,
San Diego County Office of the,2002.0,9/13/2002,20.0,18-25,M,Mexico,Probable environmental hyperthermia,32.70225103,-116.6422366,,
San Diego County Office of the,2002.0,9/24/2002,,Unknown,M,Mexico,Probable environmental hyperthermia,32.6560356,-116.7436966,,
San Diego County Office of the,2002.0,10/27/2002,,Unknown,M,Mexico,Undetermined cause of death due to: Skeletonized remains,32.69892849,-116.2540546,,
San Diego County Office of the,2002.0,12/14/2002,47.0,46-55,M,,Blunt impact injuries of head,32.66429115,-115.508102,,
San Diego County Office of the,2003.0,1/9/2003,59.0,56 and older,F,Mexico,Multiple blunt force injuries,32.8267035,-116.6253649,,
San Diego County Office of the,2003.0,1/9/2003,17.0,0-17,F,Mexico,Blunt force head injuries,32.82792961,-116.6246353,,
San Diego County Office of the,2003.0,1/15/2003,26.0,26-35,F,Mexico,Complications of multiple blunt force injuries,32.8261265,-116.6238199,,
San Diego County Office of the,2003.0,3/9/2003,46.0,46-55,M,Mexico,Blunt impact injuries of head and torso,32.85156084,-116.8695912,,
San Diego County Office of the,2003.0,3/9/2003,44.0,36-45,M,Mexico,Blunt impact injuries of head and torso,32.85146084,-116.8695112,,
San Diego County Office of the,2003.0,3/11/2003,26.0,26-35,M,Mexico,Probable drowning,32.5525987,-117.0751538,,
San Diego County Office of the,2003.0,5/13/2003,,Unknown,M,Mexico,Undetermined (decomposed remains),32.59288708,-116.6092703,,
San Diego County Office of the,2003.0,5/19/2003,26.0,26-35,F,Mexico,Multiple blunt force injuries,32.9525928,-116.3234066,,
San Diego County Office of the,2003.0,6/3/2003,,Unknown,M,Mexico,Environmental hyperthermia,32.61299711,-116.4426212,,
San Diego County Office of the,2003.0,6/4/2003,26.0,26-35,M,Mexico,Environmental hyperthermia,32.59955056,-116.8010456,,
San Diego County Office of the,2003.0,6/6/2003,33.0,26-35,M,Mexico,Probable environmental hyperthermia,32.64134683,-116.2702989,,
San Diego County Office of the,2003.0,6/18/2003,,Unknown,M,,Undetermined (skeletonized remains),32.80352651,-116.2079516,,
San Diego County Office of the,2003.0,7/2/2003,22.0,18-25,M,Mexico,Hyperthermia due to: Environmental exposure,32.64829845,-116.5369072,,
San Diego County Office of the,2003.0,7/9/2003,41.0,36-45,M,Mexico,Hyperthermia due to: Environmental exposure,32.6210479,-116.2054064,,
San Diego County Office of the,2003.0,7/16/2003,,Unknown,F,Mexico,Hyperthermia due to environmental exposure,32.6188569,-116.145265,,
San Diego County Office of the,2003.0,7/28/2003,46.0,46-55,M,Mexico,Blunt force head injuries,32.61786148,-116.9091075,,
San Diego County Office of the,2003.0,8/6/2003,40.0,36-45,M,Mexico,Gunshot wounds of chest and pelvis,32.54337301,-117.0400041,,
San Diego County Office of the,2003.0,8/10/2003,46.0,46-55,M,Mexico,Hyperthermia due to: Environmental exposure,"32.63366522822624,",-116.1455306,,
San Diego County Office of the,2003.0,8/18/2003,32.0,26-35,M,Mexico,Hyperthermia due to: Environmental exposure,32.58454263,-116.9486826,,
San Diego County Office of the,2003.0,8/19/2003,23.0,18-25,F,Mexico,Hyperthermia due to: Environmental exposure,32.66,-116.30405,,
San Diego County Office of the,2003.0,9/10/2003,28.0,26-35,M,Mexico,Adult male mummified and focally skeletonized remains without evidence of antemortem trauma,33.36997961,-116.0904365,,
San Diego County Office of the,2003.0,9/16/2003,35.0,26-35,M,Mexico,Undetermined (skeletal remains),32.62058662,-116.2782709,,
San Diego County Office of the,2003.0,10/30/2003,50.0,46-55,F,Mexico,Multiple blunt force injuries,32.63476841,-116.3593349,,
San Diego County Office of the,2003.0,11/24/2003,33.0,26-35,M,Mexico,Environmental hypothermia and dehydration,32.57136,-116.70619,,
San Diego County Office of the,2003.0,12/8/2003,44.0,36-45,F,Mexico,Multiple traumatic injuries,32.63488047,-116.1576522,,
San Diego County Office of the,2003.0,12/19/2003,34.0,26-35,M,Mexico,Undetermined (skeletal remains),"32.807932802994706,",-116.5311845,,
San Diego County Office of the,2003.0,12/25/2003,41.0,36-45,M,Mexico,Drowning and hypothermia due to: Acute alcohol intoxication,32.537061,-117.1245171,,
San Diego County Office of the,2004.0,1/24/2004,28.0,26-35,M,Mexico,Complications of hypothermia,32.8201,-116.41645,,
San Diego County Office of the,2004.0,1/24/2004,,Unknown,M,Mexico,Complications of hypothermia,32.864306,-116.401975,,
San Diego County Office of the,2004.0,2/2/2004,25.0,18-25,F,Mexico,Blunt impact injuries of head,32.84571031,-116.8768497,,
San Diego County Office of the,2004.0,2/6/2004,,Unknown,M,Mexico,Multiple cerebral infarcts,32.64303219,-116.2690519,,
San Diego County Office of the,2004.0,2/17/2004,,Unknown,M,Mexico,Undetermined (decomposed and skeletonized remains),32.62862365,-116.7922769,,
San Diego County Office of the,2004.0,3/14/2004,26.0,26-35,M,Mexico,Hyperthermia due to: Environmental exposure,32.63691266,-116.6985421,,
San Diego County Office of the,2004.0,3/17/2004,38.0,36-45,F,Mexico,Asphyxiation due to: Mechanical compression,33.3800493,-117.214637,,
San Diego County Office of the,2004.0,4/19/2004,18.0,18-25,M,Mexico,Drowning,32.53803415,-117.1257124,,
San Diego County Office of the,2004.0,5/11/2004,,Unknown,M,Mexico,Undetermined (partial skeletal remains),32.64766,-116.28468,,
San Diego County Office of the,2004.0,6/4/2004,22.0,18-25,M,Mexico,Undetermined,32.819028,-116.466667,,
San Diego County Office of the,2004.0,7/14/2004,19.0,18-25,M,Mexico,Environmental hyperthermia,32.69080872,-116.8866832,,
San Diego County Office of the,2004.0,7/31/2004,21.0,18-25,F,Mexico,Multiple blunt impact injuries,32.67759713,-116.291767,,
San Diego County Office of the,2004.0,7/31/2004,37.0,36-45,M,Mexico,Hyperthermia due to: Environmental exposure,32.56278046,-116.8777945,,
San Diego County Office of the,2004.0,8/18/2004,35.0,26-35,M,Mexico,Partially skeletonized adult remains without evidence of antemortem trauma,"32.640142235590865,",-116.2065606,,
San Diego County Office of the,2004.0,9/19/2004,,Unknown,F,Unknown,"Undetermined, partial skeletal remains","32.78928824086438,",-116.1147789,,
San Diego County Office of the,2004.0,10/6/2004,,Unknown,M,Unknown,DC issued under ME Case 07-2605,32.78969672,-116.111996,,
San Diego County Office of the,2004.0,10/6/2004,,Unknown,F,Unknown,"Undetermined, partial skeletal remains",32.78442346,-116.1172526,,
San Diego County Office of the,2004.0,10/23/2004,34.0,26-35,M,Mexico,Complications of hypothermia due to: Environmental exposure,32.80082976,-117.1532029,,
San Diego County Office of the,2004.0,11/20/2004,,Unknown,M,Mexico,"Undetermined, partial skeletal remains",32.63854778,-116.2741817,,
San Diego County Office of the,2004.0,11/21/2004,31.0,26-35,M,Mexico,Left ventricular hypertrophy due to: Calcific and stenotic bicuspid aortic valve,32.61408341,-116.7530663,,
San Diego County Office of the,2004.0,12/14/2004,20.0,18-25,F,Guatemala,Multiple blunt force injuries,"32.64740670788642,",-116.1881006,,
San Diego County Office of the,2005.0,1/7/2005,23.0,18-25,M,Mexico,Drowning,32.54575206,-117.0624666,,
San Diego County Office of the,2005.0,1/25/2005,49.0,46-55,M,Dutch?,Craniocerebral blunt force injuries due to: Fall from height,32.571056,-116.806278,,
San Diego County Office of the,2005.0,2/6/2005,45.0,36-45,M,Mexico,Environmental hypothermia,32.71954041,-116.6285867,,
San Diego County Office of the,2005.0,3/25/2005,35.0,26-35,M,Mexico,Hypothermia due to: Environmental exposure,32.752694,-116.648778,,
San Diego County Office of the,2005.0,4/26/2005,24.0,18-25,M,Mexico,Undetermined,32.546714,-117.10832,,
San Diego County Office of the,2005.0,4/28/2005,21.0,18-25,M,Mexico,Myocarditis,32.65233367,-116.701454,,
San Diego County Office of the,2005.0,5/24/2005,27.0,26-35,M,Mexico,Traumatic asphyxia due to: Blunt force injuries with chest compression,32.68039537,-116.3336393,,
San Diego County Office of the,2005.0,5/28/2005,36.0,36-45,F,Mexico,Undetermined,32.70621248,-116.5510691,,
San Diego County Office of the,2005.0,6/22/2005,,Unknown,M,Unknown,Undetermined (skeletal remains),32.64589282,-116.3712212,,
San Diego County Office of the,2005.0,7/24/2005,23.0,18-25,M,Mexico,Seizures due to: Probable dehydration and environmental hyperthermia,32.719889,-116.920111,,
San Diego County Office of the,2005.0,7/25/2005,43.0,36-45,M,Guatemala,Probable dehydration and environmental exposure,32.73778487,-116.7026924,,
San Diego County Office of the,2005.0,8/19/2005,42.0,36-45,M,Mexico,Complications of alcoholic liver disease,32.58391619,-116.5766641,,
San Diego County Office of the,2005.0,8/21/2005,35.0,26-35,M,Mexico,Hyperglycemia and ketoacidosis due to: Diabetes mellitus,32.62439949,-116.7891047,,
San Diego County Office of the,2005.0,9/11/2005,36.0,36-45,F,Mexico,Undetermined (partially skeletonized remains),32.802611,-116.511667,,
San Diego County Office of the,2005.0,9/20/2005,,Unknown,M,Mexico,Sudden death associated with exposure to the environmental elements,32.628833,-116.871667,,
San Diego County Office of the,2005.0,10/21/2005,32.0,26-35,M,Mexico,Multiple blunt force injuries,32.5448248,-117.0289425,,
San Diego County Office of the,2005.0,10/27/2005,21.0,18-25,M,Mexico,Undetermined (partially skeletonized remains),32.60269291,-116.4785872,,
San Diego County Office of the,2006.0,3/8/2006,21.0,18-25,F,Mexico,Cranio cervical blunt force injuries due to: Motor vehicle mishap,32.67047709,-116.8234881,,
San Diego County Office of the,2006.0,3/11/2006,24.0,18-25,M,Mexico,Hypothermia due to: Environmental exposure,32.82207196,-116.5297173,,
San Diego County Office of the,2006.0,3/11/2006,32.0,26-35,M,Mexico,Environmental hypothermia,32.70500871,-116.7171989,,
San Diego County Office of the,2006.0,3/12/2006,,Unknown,M,Mexico,Undetermined,32.65888282,-116.2709238,,
San Diego County Office of the,2006.0,3/17/2006,19.0,18-25,F,Mexico,Environmental hypothermia,32.68759895,-116.3057762,,
San Diego County Office of the,2006.0,3/18/2006,34.0,26-35,M,Mexico,Environmental hypothermia,32.81173934,-116.6359873,,
San Diego County Office of the,2006.0,4/4/2006,23.0,18-25,M,Mexico,Blunt force head and neck injuries,32.83078303,-116.5328966,,
San Diego County Office of the,2006.0,4/5/2006,19.0,18-25,M,Mexico,Environmental hypothermia,32.80620917,-116.9509014,,
San Diego County Office of the,2006.0,4/24/2006,,Unknown,F,Unknown,Complications of environmental exposure,32.642392,-116.7691,,
San Diego County Office of the,2006.0,4/26/2006,39.0,36-45,M,Mexico,Sudden cardiac arrest of undetermined etiology,32.55297302,-116.9630654,,
San Diego County Office of the,2006.0,5/11/2006,56.0,56 and older,M,Mexico,Malnutrition and dehydration due to: Environmental exposure,32.84336747,-116.49335,,
San Diego County Office of the,2006.0,5/19/2006,52.0,46-55,F,Mexico,Probable hyperthermia due to: Probable hyperthermia,32.639272,-116.241614,,
San Diego County Office of the,2006.0,6/19/2006,35.0,26-35,M,Mexico,Probable environmental exposure,32.696111,-116.618778,,
San Diego County Office of the,2006.0,6/27/2006,19.0,18-25,F,Mexico,Environmental hyperthermia,32.62398536,-116.1987859,,
San Diego County Office of the,2006.0,6/28/2006,42.0,36-45,M,Mexico,Environmental hyperthermia,32.69011162,-116.6665864,,
San Diego County Office of the,2006.0,7/7/2006,46.0,46-55,M,Mexico,Hyperthermia due to: Hyperthermia,32.66081801,-116.3407928,,
San Diego County Office of the,2006.0,7/8/2006,34.0,26-35,F,Mexico,Undetermined,32.66795611,-117.1108039,,
San Diego County Office of the,2006.0,7/12/2006,26.0,26-35,M,Mexico,Heat Stroke due to: Heat Stroke due to: Environmental exposure,32.768356,-116.648028,,
San Diego County Office of the,2006.0,7/23/2006,52.0,46-55,M,Guatemala,Environmental hyperthermia,32.62665223,-116.2197753,,
San Diego County Office of the,2006.0,7/24/2006,33.0,26-35,M,Mexico,Environmental hyperthermia,"32.808480,",-116.14536,,
San Diego County Office of the,2006.0,7/24/2006,20.0,18-25,M,Mexico,Environmental hyperthermia,"32.783820,",-116.14651,,
San Diego County Office of the,2006.0,8/6/2006,43.0,36-45,M,Mexico,Probable hyperthermia due to: Probable hyperthermia,32.681278,-116.354667,,
San Diego County Office of the,2006.0,8/13/2006,35.0,26-35,M,Mexico,Complications of blunt force head injuries,32.70944377,-116.3741996,,
San Diego County Office of the,2006.0,8/17/2006,22.0,18-25,M,Mexico,Hyperthermia due to: Hyperthermia,32.70876858,-116.7485876,,
San Diego County Office of the,2006.0,8/18/2006,21.0,18-25,F,Mexico,Undetermined,32.57902791,-116.6501607,,
San Diego County Office of the,2006.0,8/24/2006,,Unknown,M,Mexico,Undetermined,32.55567627,-117.0013933,,
San Diego County Office of the,2006.0,9/17/2006,22.0,18-25,M,Mexico,Probable environmental exposure,32.574017,-116.806367,,
San Diego County Office of the,2006.0,9/25/2006,18.0,18-25,F,Guatemala,Acute bacterial bronchopneumonia due to: Acute bacterial bronchopneumonia,33.19521404,-117.3630988,,
San Diego County Office of the,2006.0,9/27/2006,,Unknown,F,Mexico,Undetermined (skeletonized remains),"32.622190,",-116.69555,,
San Diego County Office of the,2006.0,10/6/2006,71.0,56 and older,M,Mexico,Undetermined (skeletal remains),32.747472,-116.669472,,
San Diego County Office of the,2006.0,10/11/2006,,Unknown,M,Mexico,"Undetermined, skeletal remains",32.669228,-116.68535,,
San Diego County Office of the,2006.0,11/2/2006,,Unknown,M,Mexico,Undetermined (Skeletonized remains),"32.778667,",-116.586533,,
San Diego County Office of the,2006.0,11/2/2006,23.0,18-25,M,Mexico,Undetermined,32.755556,-116.688333,,
San Diego County Office of the,2007.0,2/8/2007,32.0,26-35,M,Mexico,Multiple blunt force injuries,32.84020965,-116.7894509,,
San Diego County Office of the,2007.0,2/20/2007,43.0,36-45,F,Mexico,Metabolic complications of hypothermia due to: Metabolic complications of hypothermia,32.60680714,-116.8443421,,
San Diego County Office of the,2007.0,2/24/2007,44.0,36-45,F,Mexico,Enviromental hypothermia,32.603889,-116.858389,,
San Diego County Office of the,2007.0,3/11/2007,34.0,26-35,M,Mexico,Undetermined natural causes,32.755,-116.505278,,
San Diego County Office of the,2007.0,4/1/2007,49.0,46-55,M,Mexico,Environmental hyperthermia,32.6525,-116.580278,,
San Diego County Office of the,2007.0,4/14/2007,50.0,46-55,M,Mexico,Diabetes mellitus with coronary atherosclerosis,32.76351883,-116.6418271,,
San Diego County Office of the,2007.0,6/12/2007,,Unknown,M,Mexico,Undetermined,32.578611,-116.619722,,
San Diego County Office of the,2007.0,6/26/2007,33.0,26-35,M,Mexico,Blunt force head and chest injuries,32.8555522,-116.2060779,,
San Diego County Office of the,2007.0,7/7/2007,52.0,46-55,M,Mexico,Dehydration and vascular collapse due to: Dehydration and vascular collapse due to: Drinking contaminated water,32.66460549,-116.8203383,,
San Diego County Office of the,2007.0,7/17/2007,40.0,36-45,F,Mexico,Undetermined (skeletonized remains),32.598333,-116.450556,,
San Diego County Office of the,2007.0,7/24/2007,38.0,36-45,F,Mexico,Undetermined (unknown),32.5481139,-117.1191253,,
San Diego County Office of the,2007.0,8/20/2007,24.0,18-25,F,Mexico,Environmental exposure with probable hyperthermia and dehydration,32.65643884,-116.6803621,,
San Diego County Office of the,2007.0,9/1/2007,28.0,26-35,M,Mexico,Blunt force head injuries,32.6039137,-116.6334572,,
San Diego County Office of the,2007.0,9/1/2007,20.0,18-25,M,Mexico,Blunt force head injuries,32.60385947,-116.6338005,,
San Diego County Office of the,2007.0,9/7/2007,28.0,26-35,M,Mexico,Undetermined (advanced decomposition with partial skeletonization),32.613056,-116.813611,,
San Diego County Office of the,2007.0,10/25/2007,35.0,26-35,M,Mexico,Thermal injuries,32.6114634,-116.6997526,,
San Diego County Office of the,2007.0,10/25/2007,28.0,26-35,M,Mexico,Thermal injuries,32.60970924,-116.6987981,,
San Diego County Office of the,2007.0,10/25/2007,25.0,18-25,F,Mexico,Thermal injuries,32.6094482,-116.699765,,
San Diego County Office of the,2007.0,10/25/2007,21.0,18-25,F,Mexico,Thermal injuries,32.61108683,-116.6992827,,
San Diego County Office of the,2007.0,11/4/2007,39.0,36-45,M,Mexico,Thermal injuries,32.58671848,-116.6837661,,
San Diego County Office of the,2007.0,11/6/2007,52.0,46-55,M,Mexico,Coronary atherosclerosis,32.66525983,-116.5121618,,
San Diego County Office of the,2007.0,11/24/2007,34.0,26-35,M,Mexico,Undetermined (partially skeletonized remains),32.590833,-116.874722,,
San Diego County Office of the,2007.0,12/1/2007,25.0,18-25,M,Mexico,Acute respiratory insufficiency due to: Acute respiratory insufficiency,32.78988166,-116.7202606,,
San Diego County Office of the,2007.0,12/28/2007,51.0,46-55,F,Mexico,Undetermined (advanced decomposition with partial skeletonization),"32.766389,",-116.528611,,
San Diego County Office of the,2008.0,2/6/2008,,Unknown,M,Mexico,Acute bronchopneumonia,32.77163552,-116.6654409,,
San Diego County Office of the,2008.0,2/7/2008,36.0,36-45,M,Mexico,Probable hypothermia due to: Probable hypothermia,32.746667,-116.573333,,
San Diego County Office of the,2008.0,2/8/2008,45.0,36-45,M,Mexico,Atherosclerotic coronary artery disease,32.573333,-116.824167,,
San Diego County Office of the,2008.0,2/16/2008,25.0,18-25,F,Mexico,Environmental hypothermia,32.762222,-116.522778,,
San Diego County Office of the,2008.0,3/5/2008,20.0,18-25,M,Mexico,Multiple blunt force injuries,32.57235652,-117.1333971,,
San Diego County Office of the,2008.0,3/10/2008,,Unknown,M,Mexico,Undetermined (skeletal remains),32.583642,-116.784292,,
San Diego County Office of the,2008.0,3/10/2008,38.0,36-45,M,Mexico,Environmental exposure,32.55276026,-117.0083114,,
San Diego County Office of the,2008.0,4/11/2008,31.0,26-35,M,Mexico,Environmental exposure,32.799167,-116.593333,,
San Diego County Office of the,2008.0,4/27/2008,28.0,26-35,F,Guatemala,Probable environmental exposure (heat) and dehydration,32.569311,-116.885347,,
San Diego County Office of the,2008.0,4/28/2008,28.0,26-35,M,Mexico,Blunt force head injuries,"32.5485162959272,",-116.9626455,,
San Diego County Office of the,2008.0,5/25/2008,21.0,18-25,M,Mexico,Environmental exposure,32.823056,-116.397222,,
San Diego County Office of the,2008.0,6/16/2008,22.0,18-25,U,Mexico,Undetermined,32.800833,-116.590194,,
San Diego County Office of the,2008.0,6/24/2008,21.0,18-25,M,Mexico,Undetermined,32.563333,-117.102528,,
San Diego County Office of the,2008.0,7/7/2008,39.0,36-45,M,Mexico,Undetermined (advanced decomposition with skeletonization),32.611111,-116.535556,,
San Diego County Office of the,2008.0,7/8/2008,27.0,26-35,M,Mexico,Environmental hyperthermia,32.808889,-116.208333,,
San Diego County Office of the,2008.0,7/8/2008,18.0,18-25,M,Mexico,Environmental hyperthermia,32.831944,-116.208889,,
San Diego County Office of the,2008.0,7/9/2008,33.0,26-35,M,Mexico,Environmental hyperthermia,32.766944,-116.214722,,
San Diego County Office of the,2008.0,7/20/2008,26.0,26-35,M,Mexico,Heat stroke due to: Heat stroke,32.793611,-116.450556,,
San Diego County Office of the,2008.0,7/23/2008,42.0,36-45,M,Mexico,Undetermined (skeletonized remains),32.602778,-116.677222,,
San Diego County Office of the,2008.0,8/6/2008,,Unknown,M,Mexico,Undetermined (advanced decomposition with skeletonization),32.741111,-116.23,,
San Diego County Office of the,2008.0,8/13/2008,36.0,36-45,M,Mexico,Undetermined/advanced decomposition with skeletonization,32.726389,-116.604167,,
San Diego County Office of the,2008.0,8/14/2008,35.0,26-35,M,Mexico,Undetermined (advanced decomposition with skeletonization),"32.670278,",-116.707222,,
San Diego County Office of the,2008.0,8/29/2008,47.0,46-55,M,Mexico,Blunt impact injuries of neck and torso,32.85790313,-116.8194897,,
San Diego County Office of the,2008.0,9/11/2008,38.0,36-45,M,Mexico,Undetermined,32.758611,-116.554167,,
San Diego County Office of the,2008.0,9/24/2008,30.0,26-35,M,Mexico,Probable environmental exposure (decomposed and partially skeletonized remains),32.711944,-116.677222,,
San Diego County Office of the,2008.0,10/1/2008,22.0,18-25,M,Mexico,Heat-related environmental exposure,32.633056,-116.394167,,
San Diego County Office of the,2008.0,10/13/2008,21.0,18-25,M,Mexico,Probable environmental hyperthermia,32.594444,-116.729444,,
San Diego County Office of the,2008.0,10/22/2008,27.0,26-35,M,Mexico,Acute and chronic bronchial asthma,"32.536389,",-117.118611,,
San Diego County Office of the,2008.0,10/25/2008,37.0,36-45,M,Mexico,Undetermined (skeletal remains),32.716667,-116.581111,,
San Diego County Office of the,2008.0,11/12/2008,45.0,36-45,M,Mexico,Probable environmental exposure with acute methamphetamine intoxication,32.681944,-116.631944,,
San Diego County Office of the,2008.0,12/18/2008,20.0,18-25,M,Mexico,Environmental hypothermia,32.7925,-116.496944,,
San Diego County Office of the,2008.0,12/28/2008,19.0,18-25,M,Mexico,Hypothermia due to: Hypothermia,32.656389,-116.830556,,
San Diego County Office of the,2009.0,1/28/2009,29.0,26-35,M,Mexico,"Hyperglycemia, ketosis and bronchitis due to: Hyperglycemia, ketosis and bronchitis",32.741111,-116.521944,,
San Diego County Office of the,2009.0,2/6/2009,34.0,26-35,M,Mexico,Drowning,32.5434396,-117.1250485,,
San Diego County Office of the,2009.0,2/16/2009,37.0,36-45,M,Mexico,Environmental exposure (hypothermia),32.601944,-116.726389,,
San Diego County Office of the,2009.0,3/6/2009,,Unknown,M,Mexico,Undetermined (decomposed remains),32.54709812,-117.0727501,,
San Diego County Office of the,2009.0,3/17/2009,37.0,36-45,M,Mexico,Undetermined (decomposed and partially skeletonized remains),32.658889,-116.740833,,
San Diego County Office of the,2009.0,4/3/2009,50.0,46-55,M,Mexico,Undetermined (advanced decomposition),32.761667,-116.636389,,
San Diego County Office of the,2009.0,4/7/2009,48.0,46-55,M,Mexico,Undetermined (skeletal remains),32.658333,-116.613333,,
San Diego County Office of the,2009.0,5/27/2009,47.0,46-55,M,Mexico,Complications of myocardial infarct due to: Complications of myocardial infarct,32.54212563,-117.044251,,
San Diego County Office of the,2009.0,6/20/2009,42.0,36-45,M,Mexico,Undetermined (advanced decomposition),32.580833,-116.696667,,
San Diego County Office of the,2009.0,7/23/2009,48.0,46-55,M,Mexico,Dehydration and probable hyperthermia due to: Dehydration and probable hyperthermia,32.844722,-116.185394,,
San Diego County Office of the,2009.0,7/23/2009,35.0,26-35,M,Mexico,Undetermined (skeletonized remains),33.356667,-116.57,,
San Diego County Office of the,2009.0,7/24/2009,21.0,18-25,M,Mexico,Probable environmental hyperthermia,32.8,-116.184167,,
San Diego County Office of the,2009.0,7/29/2009,30.0,26-35,M,Mexico,Undetermined,"32.540596625409435,",-117.060778,,
San Diego County Office of the,2009.0,8/12/2009,28.0,26-35,M,Mexico,Probable heat stroke due to: Probable heat stroke,32.708611,-116.547778,,
San Diego County Office of the,2009.0,10/16/2009,54.0,46-55,M,Mexico,Probable environmental exposure,32.59398322,-116.7917611,,
San Diego County Office of the,2009.0,10/16/2009,49.0,46-55,M,Mexico,Probable environmental exposure,32.593889,-116.792222,,
San Diego County Office of the,2009.0,12/4/2009,42.0,36-45,M,Mexico,Multisystem blunt force injuries,32.54277109,-117.084118,,
San Diego County Office of the,2010.0,1/16/2010,34.0,26-35,M,Mexico,Drowning,32.94705042,-117.2644503,,
San Diego County Office of the,2010.0,1/17/2010,18.0,18-25,F,Guatemala,Anoxic/ischemic encephalopathy due to: Anoxic/ischemic encephalopathy,32.94730846,-117.2645911,,
San Diego County Office of the,2010.0,1/22/2010,27.0,26-35,M,,Environmental hypothermia,"32.799722,",-116.299722,,
San Diego County Office of the,2010.0,2/10/2010,,Unknown,M,Mexico,Undetermined,32.62571901,-116.7858299,,
San Diego County Office of the,2010.0,4/8/2010,43.0,36-45,M,Mexico,Hyperglycemia and ketoacidosis due to: Hyperglycemia and ketoacidosis,32.589167,-116.966389,,
San Diego County Office of the,2010.0,4/22/2010,53.0,46-55,M,Mexico,Environmental exposure (hypothermia),32.66949978,-116.7069019,,
San Diego County Office of the,2010.0,6/5/2010,28.0,26-35,M,Mexico,Enviromental exposure,32.58722,-116.60445,,
San Diego County Office of the,2010.0,7/7/2010,,Unknown,U,,Undetermined (skeletal remains),32.63206917,-116.3757734,,
San Diego County Office of the,2010.0,7/14/2010,45.0,36-45,M,Mexico,Hyperthermia and dehydration due to: Hyperthermia and dehydration,32.63080933,-116.7230316,,
San Diego County Office of the,2010.0,7/17/2010,32.0,26-35,M,Mexico,Probable hyperthermia due to: Probable hyperthermia,32.613333,-116.731111,,
San Diego County Office of the,2010.0,9/23/2010,,Unknown,F,,Undetermined,32.77621,-116.12361,,
San Diego County Office of the,2010.0,10/12/2010,40.0,36-45,M,Mexico,Probable exposure to environmental elements,32.633056,-116.732778,,
San Diego County Office of the,2010.0,10/26/2010,19.0,18-25,M,Mexico,Drowning,32.57709628,-117.1329194,,
San Diego County Office of the,2010.0,10/30/2010,,Unknown,M,Mexico,Undetermined,32.677139,-116.145944,,
San Diego County Office of the,2011.0,1/15/2011,,Unknown,M,Mexico,Undetermined (skeletal remains),32.606111,-116.818889,,
San Diego County Office of the,2011.0,2/6/2011,24.0,18-25,M,Mexico,Hypothermia due to: Environmental exposure,32.591233,-116.83205,,
San Diego County Office of the,2011.0,2/20/2011,18.0,18-25,F,Mexico,Hypothermia,32.67954029,-117.0890647,,
San Diego County Office of the,2011.0,2/21/2011,28.0,26-35,M,Mexico,Hypothermia due to: Hypothermia,32.817778,-116.613611,,
San Diego County Office of the,2011.0,2/23/2011,21.0,18-25,F,Mexico,Hypothermia due to: Hypothermia,32.82083,-116.61412,,
San Diego County Office of the,2011.0,2/27/2011,18.0,18-25,M,Mexico,Environmental hypothermia,32.835,-116.474722,,
San Diego County Office of the,2011.0,3/23/2011,44.0,36-45,M,Mexico,Drowning,32.603611,-116.71675,,
San Diego County Office of the,2011.0,4/10/2011,25.0,18-25,M,Mexico,Environmental exposure (hypothermia),32.5839609,-117.1332956,,
San Diego County Office of the,2011.0,5/24/2011,27.0,26-35,M,Mexico,Metabolic complications from environmental exposure,32.838333,-116.358611,,
San Diego County Office of the,2011.0,6/3/2011,,Unknown,U,Mexico,Undetermined (Advanced decomposition with partial skeletonization),32.67401909,-116.7511813,,
San Diego County Office of the,2011.0,6/14/2011,37.0,36-45,M,Mexico,Undetermined (Mostly skeletonized remains),33.21965,-116.252617,,
